код	цена	количество
35039	700	1
30692	1250	1
32949	566	2
39962	450	1
29269	200	1
66260	70	2
66260	75	7
29271	350	2
29271	350	1
61673	1100	1
30719	1900	1
41993	1500	1
72836	10	91
72819	180	5
61258	150	2
35907	470	2
38367	400	1
38368	500	1
62442	1105	1
68829	1098	1
68096	423	1
47297	1670	1
47297	1670	1
51632	550	1
29291	838	2
29292	1117	2
67053	1600	1
68357	360	2
73101	50	20
34497	150	2
37966	100	3
72556	70	1
72497	70	5
32062	670	2
69796	18480	1
59090	46200	1
31218	45	2
35188	16912	2
64578	1540	2
69519	60060	1
32049	520	1
40727	504	1
39820	11593	2
31932	750	1
49952	2700	1
34172	2300	1
33031	21	23
71986	361900	1
32608	700	1
70802	900	1
71920	450	1
71916	640	1
71916	660	3
63125	350	2
63125	350	1
40955	890	2
72071	646	2
46724	780	1
73242	400	4
63931	450	1
57380	126	2
57380	134	1
71728	4800	1
71726	4300	1
67170	210	1
59079	80	1
59079	80	1
70176	80	3
29311	140	1
64561	1070	2
64336	1098	0.2
36640	225	1
36640	307	1
52461	902	1
37730	1208	1
37730	1332	1
37730	1333	2
54355	617	1
54355	627	1
71603	1100	2
64157	990	1
64044	1980	1
67607	590	1
67607	590	1
68243	950	1
67301	230	2
72904	73	4
73284	911	4
72004	1500	1
71999	1350	1
71999	1560	1
71999	1560	1
29316	280	2
68323	796	1
59467	850	1
62117	1200	1
71222	1700	1
71484	280	1
70138	1900	1
70138	1900	1
58425	450	1
66646	250	1
45102	1140	1
38518	1300	1
38518	1450	1
38518	1600	1
49567	1100	1
61839	2265	1
70284	940	1
70284	950	1
61483	1100	1
72381	1200	1
56371	1000	1
61555	1200	1
71718	800	1
71718	800	1
71719	700	1
66641	660	1
44964	960	1
68335	2280	1
63090	950	1
71859	1500	1
42479	504	3
42479	504	1
69112	1300	1
72075	940	1
45060	460	6
45060	460	2
46263	530	2
72953	670	1
71166	790	1
55592	670	1
72767	1150	1
71181	1200	2
71181	1240	2
72774	680	1
72774	730	1
68228	450	2
68228	450	2
67659	1400	1
67659	1400	1
53194	15778	2
72479	90	1
48264	120	1
63395	520	1
59747	520	1
59748	690	2
59748	690	1
72780	1300	1
67998	370	2
29346	7500	3
49403	640	1
71656	55	13
70538	1050	1
72072	390	1
71679	380	1
71979	1780	1
61826	100	2
72186	200	4
72186	200	1
30684	150	2
71300	1393	1
72395	1679	1
73182	974	3
73183	1261	1
70932	700	1
72773	160	4
72773	160	2
73309	645	1
70721	340	5
70721	350	1
36753	380	1
61724	270	1
71163	270	4
71163	270	1
67035	350	5
72878	109	11
73122	146	3
65936	133	11
29362	530	5
73324	180	1
29371	411	2
29371	411	2
56546	128700	1
29372	5300	1
69286	1450	1
69287	2200	1
33740	2500	1
41593	100	2
71830	520	1
46106	130	3
72508	600	1
70025	370	3
70025	370	1
63147	680	2
71967	1300	1
72918	290	4
71412	1800	1
65972	1800	2
72684	4200	1
72088	2350	2
39984	500	3
69115	450	1
39876	360	2
43998	370	1
41097	250	1
70657	960	1
70658	1050	1
70667	800	1
70651	1300	1
70651	1330	1
70665	950	1
67563	950	1
71351	3100	1
66440	740	1
66698	1450	1
65497	300	1
68793	750	1
34995	140	10
34995	140	1
55611	140	17
68097	2100	1
32741	75	6
32741	75	1
69609	5300	1
48943	4500	1
54994	490	2
69928	350	1
42669	150	4
31526	100	3
29453	774	2
36091	2800	10
41278	1300	2
34403	79654	1
31078	1300	1
31917	2150	2
31016	226	1
39955	71769	2
71894	234080	1
71227	24640	1
71444	200	1
30943	130	4
41318	380	2
65515	1600	1
60914	77000	1
70870	298760	1
70871	397320	1
31364	990	1
31022	180	2
31021	180	1
31290	680	1
72696	100	2
31190	620	2
31189	600	1
44387	600	1
71331	700	1
71449	1200	1
71452	1200	1
72262	110	2
72262	110	1
72441	18700	1
31825	50	3
36004	400	20
68442	26400	1
71601	2926	2
73047	380	1
61889	20240	2
56981	120	1
66945	40927	2
66946	84700	1
62500	640	1
71566	40	3
63334	17	15
63334	18	1
72446	50	1
69386	190	2
42557	1517	1
42557	1583	1
35553	50	2
57535	50	14
59386	10	73
57442	70	2
67386	10	50
44484	35	23
72656	40	1
55047	65	19
66338	70	19
72884	2	100
64696	2	10
73008	60	13
50893	480	1
48898	280	2
48898	380	2
63773	45	2
68687	350	6
65660	15	1
65660	20	9
66390	120	3
46726	75	8
63812	40	1
29417	40	2
57608	90	1
68594	45	10
70074	70	1
70911	35	5
71639	60	1
71802	30	4
56891	212	1
40545	231	4
40545	231	2
72880	188	4
29425	320	1
61705	250	3
32664	150	7
34022	150	5
34022	150	1
30635	150	1
61514	170	3
29429	230	4
47566	260	3
47566	260	1
47566	260	1
29430	340	3
64164	860	1
29435	220	5
29438	200	1
29440	170	1
33876	180	2
33876	180	1
41390	180	1
41390	190	4
33731	180	2
32649	270	2
38903	600	2
38654	350	2
66928	800	1
65862	1280	1
73310	7000	2
55122	1950	1
55122	1950	1
49164	2800	1
34845	320	1
65538	750	1
72826	1050	1
71577	1100	2
71961	3926	2
29459	2035	1
73085	489	2
73322	5800	1
73323	11300	1
54671	699	1
47743	712	0.12
42358	1000	1
65978	1000	1
70816	1000	1
64230	970	2
52416	570	1
45659	140	4
45659	140	2
72104	90	4
63684	750	2
69170	630	4
60369	160	1
66047	160	1
44184	607	3
64228	1280	1
67586	2200	1
70108	3500	2
69585	538	1
50908	200	1
50478	200	1
49232	250	1
60290	200	1
40990	200	1
45141	250	1
72643	220	1
67445	124905	1
48608	1750	2
72417	440	2
53556	450	1
71609	550	3
73203	720	1
67623	1500	1
67623	1650	1
65270	600	2
65270	600	1
70317	3800	1
72510	250	2
36967	1600	1
56518	2177	1
39897	1131	1
32328	2108	1
64930	2230	1
71900	240	1
69581	370	1
71901	64689	1
71231	1350	1
73072	80	1
52150	130	10
52150	130	1
68205	1580	1
71506	1800	1
70744	2500	1
58167	5800	1
58167	5800	1
58167	5800	1
34455	650	1
29482	810	3
65863	100	5
72939	960	1
29485	990	4
45660	900	2
65630	950	1
72601	1160	2
65234	770	1
73224	890	1
68306	250	1
69617	220	1
30582	250	2
56692	215	4
56692	221	1
70052	129	4
70052	132	1
70974	568	1
70974	633	1
70975	353	1
70976	508	1
64250	355	2
66903	178	4
42675	400	1
50179	160	1
50179	170	2
72283	160	1
72340	160	2
73174	1000	2
37020	960	1
37020	1050	1
37020	1100	1
29498	600	2
49908	590	2
50543	1150	1
71838	990	1
58686	1100	1
33621	30	1
61830	25	33
61119	6500	1
62143	3950	1
57093	1200	1
71664	1200	1
53139	470	1
71522	450	1
65310	50	2
69946	500	1
49849	450	2
69788	760	1
67151	200	1
63123	271	1
66472	650	4
62357	265	1
62357	272	5
62357	280	2
66445	60	5
33102	140	4
59405	138	1
59405	141	48
67365	360	2
72692	61986	2
72666	61986	1
59661	2850	5
73127	3200	1
73128	2900	1
32253	1400	1
61698	2200	1
40342	1100	1
40342	1400	1
61109	1800	1
64791	2000	1
59819	1500	1
67353	2000	1
71258	2400	1
69560	312	1
33984	70	2
71608	350	3
68939	510	3
68939	510	1
68064	100	1
71904	130	1
61437	150	1
47562	150	1
59734	170	2
60424	160	2
32213	70	3
36824	350	1
29523	336	1
71829	600	1
32648	790	2
72005	900	1
70328	106	12
70328	106	12
71743	152	25
43198	3900	1
33607	170	1
71156	70	1
71107	65	1
71467	850	4
49270	756	1
71036	80	1
72362	180	1
46609	200	1
65106	240	1
71825	230	1
29537	300	2
68383	370	8
48587	370	1
29539	600	1
69686	630	1
29540	250	2
72957	270	2
57819	1350	1
62241	5900	1
61850	3171	1
44187	2255	1
40714	420	1
70604	300	3
35801	380	2
71623	260	1
71168	180	7
71168	180	2
59174	140	2
59175	170	3
68739	70	1
55056	100	1
51331	200	1
41473	200	2
53743	300	1
33328	20	75
72652	600	3
72155	121	2
72827	90	2
71275	920	1
44664	570	2
44664	570	1
72585	370	1
35989	267	2
35989	267	1
68858	450	1
68789	900	1
47104	500	2
68240	330	1
70598	330	1
48443	1100	1
48443	1300	1
47052	1000	1
71627	1900	1
66191	246400	2
70224	930	2
51442	900	2
51442	900	2
62790	1400	1
70399	530	2
32789	650	2
36132	440	1
71662	550	3
42762	380	1
42762	480	1
67338	200	1
57170	1100	1
58285	2200	2
55445	580	3
29574	400	8
50170	720	6
50170	720	4
60912	650	4
60912	650	1
29579	580	8
43009	380	10
29580	390	1
29580	450	7
51845	630	1
49499	630	2
67320	1200	2
67320	1200	1
69610	1100	4
65321	70	1
62800	25	1
69370	120	3
71121	20	9
72683	70	4
38238	150	1
73314	650	1
56207	540	1
65578	120	1
58096	120	4
52309	790	1
64348	2536	1
56343	450	1
67933	670	1
69595	1050	1
68190	3089	2
45505	180	3
66359	80	3
70907	440	1
73216	300	2
70092	433	2
70092	433	1
50786	90	2
66123	76	10
60947	230	1
66683	460	2
29603	437	4
68098	635	1
68703	760	3
48858	270	2
42433	400	2
42433	400	1
69767	990	1
61732	1355	1
61755	550	2
51066	870	2
53374	160	3
53374	175	1
58345	630	1
49519	2900	1
49519	2900	1
61835	1100	1
61835	1300	1
61644	1980	2
63778	850	1
63778	860	1
69851	130	2
73045	240	2
70349	1900	1
70343	2750	1
70343	2800	1
73140	2100	1
68002	960	2
68253	980	1
68253	1200	1
45908	1000	1
71633	1250	4
61843	284	4
61843	314	1
29613	176	2
29614	157	9
35373	400	2
51443	460	2
70683	400	2
46109	270	2
36304	164780	1
64169	144760	1
70890	24640	1
73286	26000	1
73285	7500	1
49594	2444	2
31856	304	3
72528	154000	1
44167	70840	2
31757	340	1
36814	647	7
72116	380	3
73030	400	5
49680	230	1
67917	190000	1
66621	7700	1
65033	1694	10
63691	17710	3
31276	955	2
63708	86240	1
63710	40040	1
65032	44660	1
72931	138	1
65031	50820	2
60076	9548	2
70053	22638	10
61504	215600	1
31941	1400	1
51896	1080	1
72354	2200	1
62716	1900	1
48575	230	1
38897	190	1
38070	520	1
69650	317399	1
29622	378	8
73016	650	6
73016	701	1
66747	410	5
72242	450	4
72242	450	4
71436	880	3
71436	880	1
69932	2800	1
50619	574	1
69057	639	1
72665	220	1
72665	260	1
62993	120	11
63015	201	2
63015	208	1
54329	350	3
33160	200	7
39811	210	3
66006	350	1
69625	350	2
73158	330	2
66095	200	7
73339	433	1
73238	990	2
71434	2400	1
71771	190	1
56642	560	1
63074	850	2
61728	610	1
54691	770	3
54691	770	2
39551	2150	1
38189	1100	1
72218	600	1
69692	70	10
69692	80	1
54680	53900	1
53855	30800	1
57349	180	10
60511	190	3
58781	264	1
43340	976	2
72522	27000	1
61769	33000	1
72523	33000	1
59259	289	4
71055	120	3
71055	130	8
51701	130	1
71457	90	3
35795	680	2
73031	1500	1
61039	1250	1
69762	650	1
70631	800	1
72730	1300	1
69659	570	1
64331	580	1
61508	730	2
65574	390	1
72735	1050	1
72735	1050	1
72735	1050	1
72735	1050	1
68600	600	1
68600	750	1
54577	820	2
69511	670	2
66250	490	2
69876	450	2
71323	400	1
62725	450	2
29659	320	6
29659	320	1
67086	250	3
72672	990	1
29660	280	2
55937	730	4
37505	720	1
37505	720	1
72553	450	2
33961	600	2
73055	440	1
60750	2980	2
61252	1800	2
63462	1250	1
36993	3240	1
72860	2900	1
73189	820	1
38573	890	5
43149	440	8
43149	440	1
70720	1100	1
51456	390	2
70196	1500	2
68595	130	3
66755	1360	2
67521	920	1
71116	9919	3
71189	240	2
42480	330	5
58716	270	12
48266	300	18
73240	240	2
55040	40	1
73209	75	4
73209	75	2
45579	2700	1
62649	1800	1
57413	1750	1
52849	1650	1
60145	1900	1
29688	1900	1
29693	700	1
69291	800	1
73019	1200	1
50160	1750	2
50160	1750	1
70087	2600	1
72462	40	7
30424	180	12
51290	900	3
63203	300	1
66167	200	2
65308	250	1
71699	450	1
70023	260	2
49840	900	1
55369	1100	2
61964	1400	1
34219	120	3
34219	120	1
34010	150	4
34010	150	1
72316	75	1
52881	87	5
30460	63	4
60450	1450	1
72408	1178	20
29703	711	1
30247	133	34
62543	450	1
70075	450	1
70075	450	1
70075	460	4
72788	349	1
72788	419	1
72788	440	1
34676	840	1
35152	43	8
62820	120	1
62820	120	1
54947	1024	1
29711	2021	1
66028	2060	2
71945	1700	1
72998	20100	1
64305	389	1
64843	190	2
48544	150	1
29717	850	3
71523	38200	1
66170	18975	1
29719	139	5
29719	142	3
55077	148	1
65142	1150	1
34073	140	2
70573	250	3
66302	410	2
56884	450	1
56001	650	2
42752	1300	1
65274	3700	1
56201	3300	1
52665	2000	1
71625	3200	1
29729	4700	1
72463	1800	1
73108	471	1
67539	445	1
73114	195	3
60272	190	1
58197	180	1
70764	910	1
66418	1000	2
66419	990	1
73054	1179	1
29735	657	1
60917	1090	1
66298	150	2
72247	1980	1
72247	1992	1
72352	1034	1
51401	527	2
69728	344	2
59570	1000	2
59570	1100	1
60273	1090	2
72219	1070	1
63128	1800	1
63128	1800	1
29748	1400	1
29748	1500	2
64345	800	1
67644	790	2
60310	1250	1
73091	760	1
65707	1250	2
71957	4903	3
69986	1500	1
59956	1050	1
73049	400	2
52672	1700	1
52672	1700	1
52672	1700	1
57008	890	2
71052	740	1
72669	250	1
72669	250	1
70525	410	1
67398	560	1
68978	750	1
71318	1600	1
70374	1650	1
68887	630	1
51839	349	1
66939	3180	1
72264	690	3
55507	650	2
55288	1170	3
73168	300	3
70680	680	2
68050	1450	2
68050	1450	1
55013	1300	1
67882	1200	1
61796	450	6
54841	1700	1
62581	4200	1
72709	6500	1
70329	490	2
67494	99	2
67494	101	8
60052	760	1
57573	280	6
57573	280	2
70180	180	10
64214	450	2
43540	150	2
43672	175	6
66923	1100	1
38112	550	1
37606	550	1
37606	700	1
60706	1100	1
61083	349	1
40021	240	1
57390	200	2
33342	140	2
34885	60	3
67985	561000	1
73036	1900	1
32324	220	1
32318	220	1
32316	270	1
31265	450	1
53848	350	1
31647	430	4
29811	2100	1
32072	470	2
69216	90	2
29793	1800	2
52316	75	23
39438	80	4
43200	250	2
70365	700	1
70366	840	1
71582	305	1
71882	400	1
39488	220	1
59425	220	1
32624	270	1
61235	260	1
65269	390	1
33715	340	1
58564	950	1
69600	360	1
36958	500	1
69347	350	2
69347	450	2
69794	470	1
63153	150	4
72305	681	10
49848	1496	2
71927	797	1
70855	1070	1
70855	1100	1
68368	990	1
29814	2600	1
58410	310	1
70772	2300	1
66344	1700	1
65350	600	1
36176	1650	1
54692	1750	1
71185	3200	1
70694	850	1
54327	1784	1
54327	1803	2
39994	194	3
29819	930	1
67541	4193	2
67776	2097	1
67776	2108	2
62288	931	2
29821	932	1
49338	2166	1
61692	1785	2
61692	1798	2
73084	874	2
32538	160	3
69266	60	3
60807	507	2
60896	668	1
60896	677	2
69579	1100	1
69580	1450	1
70220	220	1
70220	220	1
72639	200	1
43888	1200	1
57831	155595	3
57831	156507	1
30835	1000	1
30837	700	2
30837	700	1
70747	150	1
66943	338800	1
32038	480	1
61422	920	1
29911	1600	1
63709	55440	1
65587	41580	1
71930	18480	1
64172	6622	1
30744	880	1
72234	55440	1
68279	2500	1
69694	4000	1
71319	1500	1
71941	3700	1
52330	96	2
41992	135	2
29834	430	4
55587	420	4
44229	670	1
43770	690	1
71863	80	2
56271	650	1
35061	500	1
73195	1150	1
72584	1100	2
55471	4000	1
54969	1650	1
29841	800	1
29842	600	1
35940	890	2
72621	850	2
73092	940	1
68030	550	1
69251	320	1
62190	1350	1
62909	2150	1
29845	1100	3
63971	1550	1
63972	2170	1
66521	2400	2
48652	2100	1
67527	2370	2
67527	2370	1
67610	2250	1
67610	2300	1
69177	450	11
54609	1300	2
58053	150	1
68815	250	10
30698	200	11
29853	800	2
29853	900	1
60178	790	1
69936	520	1
58269	1000	1
65488	1108	2
67268	2266	1
52147	603	1
72536	580	2
72536	580	1
70899	680	2
49347	4998	4
72853	4944	2
72853	5034	1
72278	1000	1
58815	850	2
58815	850	1
66243	1150	1
57150	70	8
57150	70	8
55189	70	34
67600	294	3
73104	755	2
69227	502	1
69227	502	1
73126	75	1
72400	75	1
71463	350	1
71874	300	4
73223	1300	1
71545	550	2
71545	550	1
65668	648	2
65668	657	1
59490	1100	1
73181	3809	1
73053	726	1
53009	729	3
68994	360	1
71604	1200	1
64296	190	3
62277	780	2
66738	398	1
58088	484	4
71578	130	1
34569	420	2
64611	1150	1
70984	935	1
72784	620	1
72196	1250	1
69101	1300	2
69101	1300	2
69101	1500	2
30352	210	3
45466	80	1
45933	170	1
47575	170	1
41399	170	1
41398	170	2
41398	170	1
41397	170	2
41396	170	1
40355	200	1
46767	200	2
56977	200	1
29885	500	1
42136	170	2
72372	890	1
72372	900	1
29890	2050	1
46344	3500	3
72901	3100	1
73001	4700	1
72253	541	1
72254	398	1
72254	400	3
59795	970	1
64598	820	2
66508	500	1
29899	4300	1
36000	2220	1
29901	183	3
55870	215	2
70758	880	2
62730	200	1
61676	950	1
72464	680	1
71748	1500	2
54858	2100	1
54751	285	5
65122	197	2
43718	850	1
72872	1000	1
72872	1000	1
72872	1000	1
73093	93	9
29910	160	3
70167	435	1
54160	140	1
58043	151	7
71782	320	1
66178	55281	1
67898	2900	5
67898	3500	1
54509	570	1
38225	800	1
32177	750	2
67630	750	1
66854	171	5
67165	301	1
67165	345	4
68445	476	1
41805	390	1
72922	630	1
71645	380	1
61030	350	1
29917	527	1
29918	150	2
38334	37	4
66675	32	1
61618	72	5
61618	85	3
62618	1100	1
54675	243	2
29923	50	3
29924	580	1
71795	510	1
65187	8161	2
60239	2706	2
60239	2837	1
61750	2050	1
70639	2600	1
73111	2500	1
66967	1430	2
72122	950	2
66173	4900	3
45455	390	4
72448	860	2
72448	870	1
29929	726	1
72861	1314	1
29930	1960	1
58942	1370	1
73021	1330	1
55549	1210	30
72401	500	1
59428	570	1
35299	200	7
35299	250	4
72286	390	1
56918	150	8
71746	270	1
69649	270	1
72689	150	2
59253	200	1
59253	220	1
60795	220	1
60409	220	1
60798	220	1
60799	200	1
60802	200	1
60802	220	1
69382	280	1
59052	590	1
71891	614	1
71892	412	2
35641	980	1
73164	120	3
51332	80	4
51332	80	3
73243	85	4
69628	130	6
56744	620	1
68456	85	9
71572	60	1
42137	300	3
29946	520	1
64109	400	1
55917	350	4
73308	90	2
70712	200	1
73075	500	1
72985	80	6
57603	100	7
29953	2570	1
70051	210	7
70051	210	2
68178	140	2
60978	100	4
56968	76	1
72019	88	4
60675	980	1
39495	1000	1
37506	1200	1
50062	50	15
49745	210	1
66625	4620	2
44440	1300	2
72045	20	10
72046	40	10
72047	30	10
32035	450	2
50814	1040	2
48958	680	1
70645	25	50
70645	25	43
71145	140	16
34844	140	2
71543	2700	1
50554	650	1
71682	1270	2
71440	630	1
71440	660	2
56935	970	4
56935	970	1
43210	1000	1
43210	1050	2
72993	360	2
67141	390	1
65087	250	20
65087	250	4
69987	50	1
67994	25	1
64689	20	3
63346	20	17
71760	80	6
65163	30	2
55384	20	6
69352	30	60
38707	260	2
38707	260	1
51834	400	2
43467	270	7
57975	660	1
58214	450	2
57233	80	4
60471	100	4
60471	100	2
46226	50	1
54161	460	1
29977	650	4
29977	650	1
71130	2500	1
68903	420	2
73315	480	1
69624	620	2
70337	610	1
73258	720	1
57276	1550	1
68946	750	1
68206	1600	1
31388	143	3
31215	63	1
63825	35000	1
30899	1580	1
31656	1800	1
47544	970	1
47544	970	1
43152	220	4
65545	100	5
72728	810	1
66665	800	1
69474	1020	1
72791	300	1
71840	1200	1
69147	1100	1
72579	392	2
70102	384	2
72871	1400	1
64198	950	1
29996	1750	1
70101	990	2
70101	1150	1
69314	622	2
60438	1111	1
61528	1098	1
59621	1548	1
62739	2500	2
73317	1203	1
38494	1170	1
66190	686	1
73232	129	4
66778	200	1
30008	172	1
30008	174	7
57550	51	10
73035	69	1
71150	75	2
30010	77	1
59690	108	2
73050	600	2
73050	610	2
72775	36	8
49117	35	20
59569	109	14
68566	43	25
66519	990	1
50750	900	3
33453	1100	1
71870	1450	1
57376	491	1
41156	740	3
53191	90	1
70518	100	1
71094	350	1
71094	350	1
71094	350	1
69219	350	2
39235	200	3
59063	950	1
57688	450	1
72602	45	4
50355	130	1
73270	140	4
69531	2400	1
39243	670	1
71512	1300	2
37331	520	1
35131	570	1
57152	490	1
53010	650	1
65765	1250	1
32841	3200	1
59045	3700	1
35346	54	3
72912	56	3
69669	500	3
69973	109	1
69973	110	2
36979	134	2
42173	156	1
51450	108	2
30044	950	1
63248	440	1
72418	800	1
54859	800	1
34407	800	1
37785	1074	2
56107	656	1
47206	810	1
43765	50	51
43765	50	2
68744	1340	1
30051	2900	1
30052	800	5
30052	800	1
30054	88	4
30054	94	1
73206	110	2
71450	1400	1
71451	1400	1
40729	840	1
72569	2200	1
33624	150	1
55737	90	4
37122	140	1
56040	120	1
72471	80	5
72471	100	9
44107	420	1
64859	360	2
70559	180	1
63389	360	1
63390	350	1
66267	170	1
69422	230	1
40534	200	1
63587	150	1
56197	80	1
60215	70	1
33812	100	4
35342	150	1
50880	450	1
71533	95	1
67671	70	3
42346	100	2
72644	1600	1
56869	2100	1
72641	2200	1
72261	2200	1
72924	2200	1
68852	2200	1
69615	500	1
69919	1100	1
71190	1200	1
69921	900	1
59525	500	1
45936	450	1
71192	850	1
71191	850	1
66483	1300	1
66487	1900	1
65999	1700	1
72031	420	3
32504	100	5
39162	900	1
39164	900	1
39166	900	1
43283	365	4
43283	365	1
51025	440	5
33700	80	5
72874	220	1
55879	5	69
71211	120	5
73320	120	8
51012	430	4
51012	430	1
72944	5	1
62606	120	5
59509	25	25
64972	6	85
64972	8	88
42869	4.5	74
60830	1250	0.12
36178	220	8
60313	15	25
60309	220	10
60309	220	3
66289	500	9
64962	400	8
72976	15	12
54169	170	12
73196	15	100
56686	240	1
46521	15	24
44245	250	1
72159	15	3
53011	15	103
65642	23	49
57770	130	1
49574	70	19
72596	10	13
72838	50	25
30120	15	95
30120	15	1
70664	20	26
69430	500	2
71975	10	30
66680	80	1
49753	170	3
62083	260	3
62083	260	2
43316	240	10
70474	230	10
70474	230	7
70449	230	3
70449	230	1
70441	260	6
70451	260	6
70444	240	10
70444	240	3
70444	240	1
70446	270	5
70446	270	2
70450	190	2
70450	200	5
70452	220	10
70452	220	3
70453	260	10
70458	230	8
70458	230	2
70458	230	1
70460	260	10
70460	260	2
70460	260	1
70454	250	9
70454	250	4
70480	220	12
70455	260	10
70455	260	4
70484	240	10
70468	230	12
70470	270	9
70470	270	7
70462	330	10
70462	330	3
70464	220	2
70496	220	5
70496	220	4
70496	220	1
70494	250	4
70499	240	5
70499	240	1
70501	250	15
70503	320	5
70482	250	6
70482	250	1
70466	210	8
70466	210	1
70505	250	10
70505	250	1
70508	280	10
70508	280	1
70509	220	5
70510	280	2
70510	280	1
70511	250	3
70473	250	10
70473	250	6
70507	260	8
70513	250	10
70512	230	1
70512	230	1
70514	260	10
70514	260	3
70488	260	7
70488	260	2
70488	260	2
70492	230	16
70492	230	3
70490	260	9
70516	260	8
70516	260	4
70435	230	20
70435	230	5
70435	230	1
72714	48000	4
31163	890	1
41600	26558	2
57312	550	1
32234	1500	1
63711	33143	3
71895	43120	1
71896	77676	1
30600	550	1
66944	73000	2
64304	59105	1
61891	168492	1
41872	27720	3
70334	35035	1
65567	231000	1
72905	19580	1
72906	27000	1
72445	1780	1
66783	53900	1
31762	4400	1
44890	97	1
30123	10500	1
69073	900	2
30124	160	3
72235	30	9
33610	340	1
30126	750	1.7
61667	430	1
61667	430	1
73070	35	5
69076	110	1
57527	1217	1
30133	83	4
30134	172	2
62901	900	1
30136	166	2
35389	218	1
72025	1700	1
68935	1500	2
66340	1300	2
69483	2100	1
65416	280	6
65416	280	3
70438	240	10
70438	240	4
54832	300	29
54832	300	25
54846	320	1
70424	220	10
70424	220	2
50384	220	10
50384	220	4
70426	220	8
70427	210	10
70427	210	4
39005	260	6
39005	260	1
39005	260	1
40151	260	3
40151	260	3
69695	270	7
69695	270	6
70431	270	6
70431	270	6
70432	240	10
70432	240	1
70434	210	10
70434	210	4
70439	220	4
70439	220	3
70440	210	10
70440	210	2
70442	280	8
70442	280	1
70447	270	13
70447	270	1
60529	270	13
70448	210	4
70448	210	2
70456	240	2
70456	240	2
70475	220	20
70475	220	6
70461	190	8
70461	190	2
70477	220	8
70465	250	5
70465	250	3
70467	200	6
70467	200	1
70469	240	9
70469	240	2
70459	260	10
70459	260	4
70459	260	1
70485	210	6
70471	240	9
70479	220	9
70479	220	1
70486	200	10
70486	200	1
70487	240	14
70487	240	6
70481	220	12
70481	220	1
70481	220	1
70472	220	5
70489	220	14
70489	220	2
70483	220	9
70483	220	2
70491	230	9
70491	230	1
70497	200	5
70498	200	5
70500	180	1
70500	210	3
70500	210	3
70500	210	1
70493	230	11
70493	230	6
70502	230	16
70502	230	9
70495	220	2
70504	200	4
70506	200	5
70506	200	1
70429	220	15
70429	220	5
70433	250	1
70433	260	7
70436	270	13
70436	270	4
70437	220	7
70437	220	3
70443	210	6
70445	210	11
70457	220	5
60324	650	2
64804	1050	2
71207	3000	1
61349	2000	1
61349	2200	1
61349	2200	1
70881	1300	1
70882	1250	1
70883	1070	1
44570	1650	1
30145	850	1
66099	740	1
44736	2868	1
71345	3970	1
40020	1944	1
69014	1500	1
51342	500	1
51342	500	1
73139	500	1
73139	550	1
67634	450	1
71212	300	2
72729	220	3
71513	500	2
71631	280	1
70158	420	2
63653	3200	1
63653	3400	7
54319	3100	1
66174	35002	1
72089	790	1
72624	1850	1
52466	1600	1
66885	75	20
43434	140	2
57807	1031	1
73252	2916	1
61140	927	3
68245	2804	2
68245	2833	1
68235	944	2
42771	200	1
68701	2200	1
70577	2200	1
70577	2200	1
70577	2270	1
67834	6655	2
72719	700	1
72287	600	1
72288	600	2
30158	500	2
48313	370	2
37996	370	1
48572	870	1
60883	650	1
59207	990	1
59207	990	1
59207	1000	1
68757	900	2
61482	630	2
61482	630	1
69699	310	1
71866	129	2
71866	131	1
69799	489	1
72910	2700	1
72910	2700	0.6
71342	420	5
72390	400	1
72390	400	1
65294	420	2
69138	465	1
41697	900	1
30406	65	5
71816	89	1
71816	91	4
71504	117	3
71519	69	1
71149	214	1
69836	170	2
30167	57	2
67211	226	1
71502	66	2
71005	43	3
69079	450	1
66984	420	1
30173	158	2
30173	163	1
45484	148	8
30177	840	1
67639	840	1
71335	732	1
49859	380	1
30183	250	5
63076	8081	2
63076	9078	1
70139	6784	1
68216	4270	1
38398	1700	1
47324	670	2
30185	1300	2
47325	1250	1
30186	550	1
54281	820	1
54281	850	5
49867	900	2
32742	850	4
32742	850	1
68423	660	1
68423	680	3
66532	700	2
69380	610	1
30190	590	1
39508	3200	1
71392	220	10
71391	1430	10
30195	450	2
30196	310	2
53913	780	3
72902	1100	1
65415	126498	1
72889	190	2
57063	7271	1
71538	1090	1
61581	1080	1
61581	1120	2
70789	46156	1
65610	53977	1
67636	1200	2
35025	520	1
71646	500	1
30211	100	2
34946	100	1
73065	1300	1
34178	850	1
34178	950	1
54951	560	5
67049	860	1
54571	780	1
45696	770	2
48370	670	1
48370	840	1
69304	2370	1
70121	1050	2
69984	2250	1
69984	2460	1
71744	3900	1
73089	1450	1
52172	1250	1
72197	4550	1
67082	1800	1
70623	1200	1
61652	850	1
61652	850	1
51652	1150	1
30219	2100	1
66976	800	1
66976	900	21
72134	300	2
72134	380	1
66176	25102	2
66177	50239	2
32216	561	2
36680	497	2
68140	330	2
66124	660	1
71315	370	1
65376	800	1
69342	64680	1
65371	217	1
66245	182	2
70298	262	1
67062	268	2
65205	197	1
65205	198	3
69588	247	2
70368	263	2
66566	111	1
73110	47	3
67450	850	1
64889	794	2
56298	3300	1
72936	350	1
72936	350	1
64967	120	2
69717	683	2
52799	2447	1
71435	2422	2
71435	2437	1
72909	4450	1
71259	2540	1
